order_id,date,product,price,quantity,region,category
107800,2024-02-26,Tablet,31576,7,North,Electronics
107801,2023-04-06,Tablet,73322,6,East,Electronics
107802,2023-09-10,Tablet,20234,6,East,Electronics
107803,2022-01-21,Camera,3329,6,North,Electronics
107804,2022-03-05,Tablet,2415,1,East,Electronics
107805,2022-06-14,Mouse,40480,2,South,Accessories
107806,2022-01-27,Keyboard,9940,1,South,Accessories
107807,2022-11-07,Printer,5319,5,South,Office
107808,2022-10-12,Keyboard,73915,4,Central,Accessories
107809,2023-10-22,Laptop,32725,4,North,Electronics
107810,2022-10-08,Mouse,10834,5,West,Accessories
107811,2024-04-17,Keyboard,70156,1,North,Accessories
107812,2024-04-10,Mouse,76593,7,South,Accessories
107813,2022-06-13,Camera,3461,4,North,Electronics
107814,2024-06-16,Laptop,78885,2,Central,Electronics
107815,2024-07-06,Camera,33045,4,South,Electronics
107816,2022-08-12,Monitor,76375,6,Central,Electronics
107817,2024-02-23,Monitor,52069,5,Central,Electronics
107818,2022-05-26,Monitor,2116,4,Central,Electronics
107819,2024-08-22,Mouse,74947,5,South,Accessories
107820,2024-08-07,Keyboard,54334,1,Central,Accessories
107821,2024-05-17,Mouse,26049,7,Central,Accessories
107822,2022-01-30,Camera,72861,4,West,Electronics
107823,2022-02-14,Printer,18730,5,North,Office
107824,2024-02-26,Camera,51118,2,West,Electronics
107825,2023-04-16,Keyboard,9382,2,North,Accessories
107826,2022-02-03,Camera,45308,3,South,Electronics
107827,2023-10-15,Camera,23000,4,West,Electronics
107828,2023-03-03,Laptop,9833,1,East,Electronics
107829,2024-04-09,Tablet,53883,6,South,Electronics
107830,2024-06-04,Monitor,67013,3,South,Electronics
107831,2022-08-09,Keyboard,27310,4,North,Accessories
107832,2024-05-17,Keyboard,25617,2,North,Accessories
107833,2023-06-18,Monitor,72758,7,Central,Electronics
107834,2023-11-23,Camera,13717,1,East,Electronics
107835,2024-08-05,Laptop,42270,2,South,Electronics
107836,2023-01-02,Mouse,45772,4,South,Accessories
107837,2024-07-20,Mouse,70961,6,West,Accessories
107838,2024-04-20,Camera,62224,1,North,Electronics
107839,2024-01-13,Camera,15718,1,West,Electronics
107840,2024-07-03,Tablet,38133,3,North,Electronics
107841,2023-07-04,Keyboard,42028,1,North,Accessories
107842,2023-08-05,Monitor,52652,4,West,Electronics
107843,2022-04-26,Camera,10013,6,West,Electronics
107844,2022-08-27,Camera,40934,6,West,Electronics
107845,2022-12-01,Printer,44204,5,North,Office
107846,2023-03-17,Laptop,78853,5,East,Electronics
107847,2022-05-28,Mouse,73401,1,West,Accessories
107848,2022-01-09,Laptop,61422,5,North,Electronics
107849,2022-10-15,Laptop,50793,6,West,Electronics
107850,2023-01-23,Tablet,55772,4,East,Electronics
107851,2022-02-19,Laptop,70868,3,East,Electronics
107852,2024-04-29,Monitor,9170,2,Central,Electronics
107853,2023-06-01,Tablet,28309,2,Central,Electronics
107854,2024-07-04,Camera,18569,4,East,Electronics
107855,2024-05-04,Monitor,5959,3,West,Electronics
107856,2023-09-30,Tablet,28976,4,Central,Electronics
107857,2023-08-10,Monitor,62789,1,North,Electronics
107858,2023-11-08,Tablet,27677,3,East,Electronics
107859,2022-10-05,Tablet,3923,6,West,Electronics
107860,2024-08-11,Keyboard,61501,5,North,Accessories
107861,2024-04-15,Monitor,20860,1,East,Electronics
107862,2024-09-15,Keyboard,67434,5,East,Accessories
107863,2022-10-27,Camera,30732,1,West,Electronics
107864,2024-03-12,Tablet,45440,1,West,Electronics
107865,2023-08-12,Mouse,5861,1,South,Accessories
107866,2024-03-20,Tablet,1901,7,West,Electronics
107867,2023-10-11,Mouse,67448,1,North,Accessories
107868,2023-09-10,Mouse,23314,7,Central,Accessories
107869,2023-08-30,Mouse,3730,3,West,Accessories
107870,2022-05-15,Mouse,39324,3,West,Accessories
107871,2023-08-03,Monitor,50916,1,Central,Electronics
107872,2022-05-27,Printer,60489,4,Central,Office
107873,2023-05-05,Monitor,72312,1,East,Electronics
107874,2023-04-23,Camera,65791,1,East,Electronics
107875,2022-06-08,Printer,59376,4,Central,Office
107876,2023-01-19,Monitor,56072,4,Central,Electronics
107877,2022-06-12,Camera,62596,1,Central,Electronics
107878,2023-03-17,Mouse,75611,2,North,Accessories
107879,2024-05-02,Laptop,73867,2,South,Electronics
107880,2022-07-08,Tablet,50318,4,North,Electronics
107881,2023-02-19,Printer,64123,1,South,Office
107882,2022-12-05,Laptop,68848,6,East,Electronics
107883,2023-08-30,Mouse,35743,5,Central,Accessories
107884,2022-06-30,Printer,23857,5,North,Office
107885,2022-10-15,Laptop,69136,1,Central,Electronics
107886,2024-04-13,Monitor,38283,1,Central,Electronics
107887,2022-07-06,Camera,52203,1,Central,Electronics
107888,2024-06-02,Mouse,65382,5,North,Accessories
107889,2022-05-18,Monitor,66423,5,Central,Electronics
107890,2022-05-10,Monitor,22748,4,East,Electronics
107891,2022-07-13,Mouse,65248,3,South,Accessories
107892,2022-11-12,Printer,31954,4,West,Office
107893,2024-09-10,Tablet,79228,4,East,Electronics
107894,2024-02-24,Keyboard,2880,7,South,Accessories
107895,2024-05-13,Keyboard,37603,2,West,Accessories
107896,2022-05-24,Tablet,1243,6,Central,Electronics
107897,2022-01-16,Mouse,40624,4,East,Accessories
107898,2022-10-29,Keyboard,13628,4,West,Accessories
107899,2023-02-27,Tablet,79602,4,West,Electronics
107900,2022-09-02,Laptop,50720,7,West,Electronics
107901,2024-07-15,Tablet,58852,7,Central,Electronics
107902,2022-04-17,Printer,46153,4,South,Office
107903,2022-03-29,Camera,46572,3,South,Electronics
107904,2022-05-09,Tablet,41802,2,East,Electronics
107905,2024-06-25,Monitor,77511,5,Central,Electronics
107906,2024-06-05,Monitor,32398,6,South,Electronics
107907,2022-12-07,Camera,18389,1,East,Electronics
107908,2022-01-04,Mouse,11452,5,South,Accessories
107909,2022-11-23,Monitor,46485,2,North,Electronics
107910,2023-02-14,Laptop,52477,4,Central,Electronics
107911,2024-05-28,Tablet,74606,5,North,Electronics
107912,2022-11-02,Camera,60639,4,South,Electronics
107913,2024-06-26,Laptop,9397,6,South,Electronics
107914,2023-08-30,Mouse,19298,3,North,Accessories
107915,2023-12-22,Monitor,6156,3,Central,Electronics
107916,2022-08-13,Camera,25846,6,East,Electronics
107917,2024-08-28,Keyboard,12693,6,West,Accessories
107918,2022-12-14,Tablet,5647,2,North,Electronics
107919,2024-09-18,Keyboard,77692,6,Central,Accessories
107920,2022-11-17,Printer,13929,5,Central,Office
107921,2023-07-13,Mouse,42691,3,West,Accessories
107922,2024-09-14,Printer,29264,6,East,Office
107923,2022-06-30,Keyboard,64128,2,East,Accessories
107924,2023-09-10,Keyboard,2902,7,South,Accessories
107925,2023-12-12,Keyboard,6142,2,South,Accessories
107926,2023-01-21,Printer,8418,7,North,Office
107927,2023-09-10,Camera,17976,7,East,Electronics
107928,2024-03-02,Mouse,21561,2,North,Accessories
107929,2024-02-11,Tablet,50534,5,South,Electronics
107930,2022-04-18,Camera,53142,6,North,Electronics
107931,2023-06-15,Tablet,30929,5,West,Electronics
107932,2023-02-14,Laptop,39065,2,North,Electronics
107933,2024-08-28,Laptop,20715,1,South,Electronics
107934,2022-10-23,Keyboard,41764,7,South,Accessories
107935,2024-03-28,Mouse,56598,7,West,Accessories
107936,2022-06-20,Mouse,69264,6,West,Accessories
107937,2022-11-27,Monitor,9943,6,East,Electronics
107938,2023-05-08,Monitor,39776,5,West,Electronics
107939,2022-07-14,Camera,32211,5,West,Electronics
107940,2022-01-12,Printer,45177,1,East,Office
107941,2022-07-14,Monitor,59975,5,West,Electronics
107942,2023-05-05,Camera,77511,5,Central,Electronics
107943,2024-03-05,Tablet,36557,6,Central,Electronics
107944,2024-05-30,Tablet,40264,3,Central,Electronics
107945,2022-07-01,Camera,5344,1,West,Electronics
107946,2024-08-19,Printer,25130,7,South,Office
107947,2024-03-27,Laptop,21053,3,South,Electronics
107948,2023-10-18,Keyboard,44415,6,East,Accessories
107949,2024-06-16,Mouse,15664,1,South,Accessories
107950,2022-11-12,Laptop,59788,1,South,Electronics
107951,2023-11-25,Camera,17525,1,East,Electronics
107952,2022-01-30,Tablet,5339,5,Central,Electronics
107953,2023-08-19,Laptop,39437,2,East,Electronics
107954,2023-11-09,Printer,73691,4,South,Office
107955,2024-03-06,Keyboard,47160,2,South,Accessories
107956,2024-03-03,Tablet,66097,5,East,Electronics
107957,2022-04-06,Printer,33760,5,West,Office
107958,2023-01-16,Camera,23706,7,South,Electronics
107959,2024-02-17,Laptop,56263,7,South,Electronics
107960,2023-03-20,Mouse,22374,4,East,Accessories
107961,2022-10-25,Monitor,7294,5,South,Electronics
107962,2024-03-18,Printer,18139,1,West,Office
107963,2024-01-07,Tablet,35763,3,West,Electronics
107964,2024-04-24,Laptop,51907,3,East,Electronics
107965,2022-12-27,Monitor,42461,1,North,Electronics
107966,2023-01-09,Monitor,67161,7,Central,Electronics
107967,2023-07-08,Laptop,53757,2,West,Electronics
107968,2022-10-30,Keyboard,12236,3,West,Accessories
107969,2023-02-25,Laptop,34414,1,Central,Electronics
107970,2022-09-03,Tablet,50438,2,East,Electronics
107971,2023-12-21,Camera,59895,6,South,Electronics
107972,2022-08-25,Mouse,64708,3,East,Accessories
107973,2023-06-18,Tablet,69885,1,North,Electronics
107974,2022-07-04,Camera,65785,3,North,Electronics
107975,2023-04-13,Monitor,23314,3,Central,Electronics
107976,2024-01-24,Mouse,47267,3,North,Accessories
107977,2022-12-29,Printer,5116,4,North,Office
107978,2022-10-10,Monitor,66751,2,Central,Electronics
107979,2023-07-07,Keyboard,66159,3,Central,Accessories
107980,2022-12-02,Laptop,68213,7,Central,Electronics
107981,2022-06-11,Printer,56541,7,Central,Office
107982,2022-06-09,Tablet,64503,7,Central,Electronics
107983,2023-04-19,Mouse,18387,1,West,Accessories
107984,2023-08-24,Printer,47311,4,South,Office
107985,2022-11-18,Keyboard,15609,5,Central,Accessories
107986,2022-01-12,Laptop,56746,5,South,Electronics
107987,2023-02-28,Printer,63887,2,North,Office
107988,2022-03-14,Tablet,2624,1,West,Electronics
107989,2023-08-11,Mouse,68449,7,Central,Accessories
107990,2024-05-07,Printer,21271,4,West,Office
107991,2022-07-20,Laptop,6589,7,East,Electronics
107992,2023-06-06,Tablet,6333,1,South,Electronics
107993,2024-05-13,Printer,16248,4,Central,Office
107994,2023-05-20,Mouse,49808,6,South,Accessories
107995,2024-01-08,Laptop,42583,6,South,Electronics
107996,2023-11-19,Keyboard,21887,6,East,Accessories
107997,2024-02-27,Keyboard,71789,4,South,Accessories
107998,2022-02-08,Monitor,2202,7,North,Electronics
107999,2022-03-01,Printer,34933,5,South,Office
108000,2023-08-01,Mouse,22273,6,East,Accessories
108001,2022-11-17,Printer,12925,7,East,Office
108002,2023-03-11,Laptop,39075,2,Central,Electronics
108003,2023-09-28,Monitor,20598,2,North,Electronics
108004,2023-11-07,Mouse,73019,1,South,Accessories
108005,2023-02-12,Printer,21994,4,East,Office
108006,2024-07-11,Mouse,77252,7,East,Accessories
108007,2023-01-21,Laptop,2897,6,South,Electronics
108008,2023-11-02,Monitor,27270,4,South,Electronics
108009,2023-07-23,Mouse,38722,3,Central,Accessories
108010,2022-03-19,Laptop,51207,2,Central,Electronics
108011,2022-07-13,Keyboard,77137,4,North,Accessories
108012,2022-10-12,Mouse,49533,1,Central,Accessories
108013,2023-06-11,Monitor,70538,6,Central,Electronics
108014,2023-06-08,Camera,66379,5,West,Electronics
108015,2023-09-05,Tablet,78975,6,South,Electronics
108016,2022-06-05,Tablet,67580,5,Central,Electronics
108017,2022-12-06,Mouse,16450,2,West,Accessories
108018,2022-05-05,Mouse,70032,6,West,Accessories
108019,2024-05-20,Laptop,49287,2,Central,Electronics
108020,2022-10-07,Printer,60662,3,East,Office
108021,2024-07-05,Tablet,63426,7,Central,Electronics
108022,2024-06-24,Printer,5486,2,Central,Office
108023,2023-09-14,Tablet,78985,4,South,Electronics
108024,2024-04-25,Mouse,75256,4,East,Accessories
108025,2024-05-18,Monitor,735,4,North,Electronics
108026,2023-10-20,Monitor,8493,7,Central,Electronics
108027,2023-12-29,Camera,15336,4,Central,Electronics
108028,2024-06-28,Tablet,71260,3,South,Electronics
108029,2023-11-05,Tablet,33506,2,North,Electronics
108030,2022-05-08,Laptop,21808,2,West,Electronics
108031,2022-11-10,Mouse,66087,2,East,Accessories
108032,2022-11-28,Mouse,27231,7,North,Accessories
108033,2022-05-30,Camera,75608,3,Central,Electronics
108034,2023-03-30,Printer,67092,3,West,Office
108035,2022-02-05,Laptop,8998,4,South,Electronics
108036,2023-11-16,Keyboard,45566,6,Central,Accessories
108037,2023-02-24,Monitor,47218,3,South,Electronics
108038,2022-01-22,Monitor,19493,3,East,Electronics
108039,2022-07-25,Mouse,12985,1,South,Accessories
108040,2023-10-01,Camera,69636,4,North,Electronics
108041,2024-04-27,Laptop,46623,4,North,Electronics
108042,2024-08-14,Keyboard,46764,1,East,Accessories
108043,2022-12-22,Monitor,72568,2,East,Electronics
108044,2023-03-16,Laptop,46106,6,East,Electronics
108045,2023-12-30,Keyboard,36846,7,North,Accessories
108046,2022-04-06,Tablet,35811,1,Central,Electronics
108047,2024-07-17,Mouse,42762,1,North,Accessories
108048,2024-07-29,Printer,53666,6,South,Office
108049,2022-06-13,Monitor,39575,7,East,Electronics
108050,2022-05-28,Monitor,36882,6,West,Electronics
108051,2023-06-14,Keyboard,79175,7,North,Accessories
108052,2022-10-21,Printer,55723,1,West,Office
108053,2022-07-14,Tablet,5306,3,Central,Electronics
108054,2023-10-25,Laptop,50158,1,North,Electronics
108055,2023-04-25,Mouse,29857,5,Central,Accessories
108056,2024-05-26,Laptop,59377,1,Central,Electronics
108057,2022-05-03,Keyboard,53655,2,North,Accessories
108058,2023-02-04,Monitor,58551,2,North,Electronics
108059,2023-11-30,Tablet,73647,6,Central,Electronics
108060,2024-08-22,Monitor,27404,7,East,Electronics
108061,2023-03-28,Laptop,77242,2,North,Electronics
108062,2023-10-23,Tablet,2207,1,Central,Electronics
108063,2022-04-14,Camera,74529,4,South,Electronics
108064,2024-01-25,Mouse,52096,2,West,Accessories
108065,2023-04-07,Keyboard,74545,1,South,Accessories
108066,2024-01-13,Mouse,22790,2,North,Accessories
108067,2024-09-17,Keyboard,19811,3,North,Accessories
108068,2023-12-19,Mouse,50509,3,North,Accessories
108069,2023-12-11,Camera,48675,1,North,Electronics
108070,2023-01-31,Laptop,3220,2,South,Electronics
108071,2024-06-30,Printer,36290,2,East,Office
108072,2022-12-03,Tablet,74904,5,Central,Electronics
108073,2023-08-22,Keyboard,77928,7,Central,Accessories
108074,2022-05-22,Laptop,27972,6,Central,Electronics
108075,2022-11-13,Monitor,22942,6,West,Electronics
108076,2023-12-12,Monitor,24302,2,North,Electronics
108077,2023-07-12,Mouse,54615,4,South,Accessories
108078,2024-03-10,Monitor,13221,3,South,Electronics
108079,2023-06-11,Printer,70887,2,South,Office
108080,2023-07-10,Keyboard,36257,7,East,Accessories
108081,2023-02-05,Mouse,37098,4,North,Accessories
108082,2023-11-12,Keyboard,28732,6,Central,Accessories
108083,2022-11-06,Keyboard,38671,7,Central,Accessories
108084,2023-05-10,Camera,26582,1,North,Electronics
108085,2023-07-10,Laptop,2439,3,Central,Electronics
108086,2023-09-02,Monitor,32489,1,Central,Electronics
108087,2024-02-12,Tablet,73751,6,North,Electronics
108088,2022-04-19,Keyboard,74463,6,South,Accessories
108089,2024-03-05,Printer,68822,2,West,Office
108090,2023-01-07,Camera,14954,1,North,Electronics
108091,2024-05-04,Printer,1877,6,Central,Office
108092,2023-09-08,Tablet,36023,7,Central,Electronics
108093,2024-02-07,Monitor,31307,3,West,Electronics
108094,2024-06-09,Monitor,18967,1,West,Electronics
108095,2022-07-25,Mouse,37677,7,West,Accessories
108096,2024-04-26,Mouse,12787,1,North,Accessories
108097,2022-02-12,Mouse,49167,1,South,Accessories
108098,2024-05-14,Monitor,13338,4,West,Electronics
108099,2022-09-02,Keyboard,32565,4,East,Accessories
108100,2022-10-14,Laptop,55759,2,South,Electronics
108101,2022-12-21,Tablet,49367,1,West,Electronics
108102,2024-02-24,Camera,37372,4,Central,Electronics
108103,2023-04-21,Tablet,65370,3,North,Electronics
108104,2022-03-24,Tablet,11022,3,Central,Electronics
108105,2022-04-20,Mouse,29632,6,Central,Accessories
108106,2024-08-07,Laptop,40925,1,North,Electronics
108107,2022-07-09,Printer,5978,2,South,Office
108108,2024-09-09,Monitor,59855,6,Central,Electronics
108109,2024-03-10,Printer,52293,4,South,Office
108110,2024-07-24,Mouse,5525,6,North,Accessories
108111,2024-06-27,Keyboard,8264,4,West,Accessories
108112,2022-09-08,Camera,68148,4,Central,Electronics
108113,2023-12-25,Camera,69536,6,Central,Electronics
108114,2022-10-18,Mouse,32021,2,North,Accessories
108115,2023-10-07,Laptop,40892,5,North,Electronics
108116,2022-07-20,Camera,29307,4,West,Electronics
108117,2024-03-07,Mouse,62701,7,North,Accessories
108118,2022-11-22,Tablet,75237,1,East,Electronics
108119,2023-05-26,Keyboard,18513,4,East,Accessories
108120,2023-02-13,Keyboard,11811,4,North,Accessories
108121,2023-08-30,Monitor,31127,5,West,Electronics
108122,2024-02-29,Monitor,9541,6,East,Electronics
108123,2024-08-19,Tablet,57013,7,Central,Electronics
108124,2024-07-29,Keyboard,72296,1,West,Accessories
108125,2024-04-16,Tablet,23806,1,North,Electronics
108126,2023-05-23,Keyboard,44327,7,East,Accessories
108127,2024-01-01,Laptop,11927,1,West,Electronics
108128,2023-08-24,Mouse,34578,4,Central,Accessories
108129,2022-03-13,Monitor,78859,4,North,Electronics
108130,2022-09-04,Laptop,31713,3,South,Electronics
108131,2023-10-03,Camera,63460,5,East,Electronics
108132,2023-12-25,Mouse,64241,6,Central,Accessories
108133,2024-07-28,Monitor,59500,7,West,Electronics
108134,2024-05-04,Camera,27707,1,East,Electronics
108135,2023-08-31,Tablet,4436,1,East,Electronics
108136,2023-08-10,Camera,52275,3,North,Electronics
108137,2024-07-23,Laptop,19174,4,Central,Electronics
108138,2023-07-20,Printer,50290,7,East,Office
108139,2022-12-10,Camera,14874,7,East,Electronics
108140,2024-08-28,Printer,15817,3,Central,Office
108141,2024-07-13,Monitor,29681,7,West,Electronics
108142,2022-02-23,Laptop,12280,3,North,Electronics
108143,2023-12-31,Camera,74896,4,East,Electronics
108144,2023-06-12,Mouse,53494,2,Central,Accessories
108145,2023-09-03,Camera,20902,6,South,Electronics
108146,2023-06-16,Mouse,64407,7,West,Accessories
108147,2023-07-12,Laptop,23776,5,North,Electronics
108148,2024-08-20,Printer,73278,2,South,Office
108149,2022-07-12,Laptop,1552,2,West,Electronics
108150,2024-06-13,Printer,15900,5,East,Office
108151,2022-02-27,Printer,62480,2,North,Office
108152,2023-03-13,Tablet,26199,4,West,Electronics
108153,2022-04-21,Tablet,34611,2,West,Electronics
108154,2022-05-09,Mouse,61565,7,West,Accessories
108155,2024-04-28,Monitor,69952,2,West,Electronics
108156,2023-12-07,Keyboard,75228,6,South,Accessories
108157,2024-07-13,Laptop,36191,2,North,Electronics
108158,2024-05-01,Printer,47697,4,East,Office
108159,2022-11-22,Laptop,52904,3,North,Electronics
108160,2022-01-08,Monitor,61236,1,South,Electronics
108161,2022-01-29,Monitor,24442,5,North,Electronics
108162,2022-04-22,Keyboard,69428,5,South,Accessories
108163,2024-08-04,Camera,19501,4,South,Electronics
108164,2023-11-04,Keyboard,29196,1,South,Accessories
108165,2022-05-11,Printer,22819,2,South,Office
108166,2022-07-07,Tablet,37623,7,West,Electronics
108167,2023-11-06,Camera,51665,7,North,Electronics
108168,2023-12-10,Keyboard,18811,6,Central,Accessories
108169,2023-04-20,Tablet,27620,5,South,Electronics
108170,2022-12-30,Camera,23142,7,South,Electronics
108171,2022-07-23,Tablet,70583,2,North,Electronics
108172,2022-07-31,Printer,29871,6,West,Office
108173,2023-09-13,Mouse,77901,4,East,Accessories
108174,2022-10-03,Tablet,65744,6,South,Electronics
108175,2022-03-14,Printer,75779,4,West,Office
108176,2023-11-10,Keyboard,34950,6,West,Accessories
108177,2024-02-11,Laptop,76494,4,Central,Electronics
108178,2022-08-31,Keyboard,23907,3,South,Accessories
108179,2024-02-26,Monitor,70688,4,West,Electronics
108180,2022-04-12,Keyboard,4945,2,Central,Accessories
108181,2024-09-13,Mouse,31596,3,West,Accessories
108182,2023-11-16,Printer,1642,2,Central,Office
108183,2022-06-20,Tablet,50397,6,Central,Electronics
108184,2023-10-15,Monitor,65985,4,Central,Electronics
108185,2024-06-27,Printer,67766,3,West,Office
108186,2022-07-07,Printer,63702,6,East,Office
108187,2023-03-17,Tablet,61966,1,North,Electronics
108188,2022-03-27,Camera,4623,4,Central,Electronics
108189,2023-04-21,Keyboard,69266,7,South,Accessories
108190,2022-02-21,Laptop,19398,3,North,Electronics
108191,2022-04-21,Camera,41567,6,East,Electronics
108192,2024-08-06,Monitor,46446,3,North,Electronics
108193,2024-05-26,Tablet,75004,3,North,Electronics
108194,2024-05-03,Mouse,62929,5,East,Accessories
108195,2022-02-12,Mouse,8492,3,South,Accessories
108196,2022-07-30,Laptop,55673,1,Central,Electronics
108197,2024-08-25,Laptop,10625,4,West,Electronics
108198,2022-07-19,Keyboard,22930,4,South,Accessories
108199,2024-03-20,Mouse,74665,4,South,Accessories
108200,2024-05-07,Monitor,9726,3,Central,Electronics
108201,2024-01-22,Tablet,17720,4,South,Electronics
108202,2023-09-19,Laptop,5202,1,South,Electronics
108203,2022-01-26,Laptop,1141,7,North,Electronics
108204,2024-07-07,Laptop,36442,7,North,Electronics
108205,2022-10-26,Tablet,55905,5,East,Electronics
108206,2022-03-18,Monitor,4375,1,East,Electronics
108207,2024-07-12,Mouse,42102,5,East,Accessories
108208,2022-05-17,Camera,74930,4,West,Electronics
108209,2022-01-20,Monitor,65822,7,Central,Electronics
108210,2023-03-16,Tablet,68884,6,West,Electronics
108211,2022-07-30,Monitor,16577,2,West,Electronics
108212,2024-01-22,Keyboard,4112,7,East,Accessories
108213,2023-07-05,Camera,73098,7,Central,Electronics
108214,2023-03-11,Tablet,58692,5,West,Electronics
108215,2024-02-19,Camera,67498,1,North,Electronics
108216,2022-07-26,Camera,55614,1,West,Electronics
108217,2024-09-17,Laptop,40079,6,North,Electronics
108218,2023-03-15,Mouse,28905,7,West,Accessories
108219,2024-08-31,Camera,78010,7,Central,Electronics
108220,2024-02-18,Keyboard,35424,2,North,Accessories
108221,2023-10-28,Keyboard,3419,5,North,Accessories
108222,2022-02-11,Tablet,72668,5,East,Electronics
108223,2023-02-15,Printer,74960,1,North,Office
108224,2023-06-07,Laptop,64268,5,West,Electronics
108225,2024-03-16,Mouse,44410,2,West,Accessories
108226,2023-09-02,Mouse,34505,5,East,Accessories
108227,2023-03-03,Mouse,11157,5,South,Accessories
108228,2022-10-02,Tablet,18894,2,North,Electronics
108229,2023-03-24,Laptop,72933,4,North,Electronics
108230,2024-06-20,Camera,38897,5,North,Electronics
108231,2024-07-30,Camera,24374,6,West,Electronics
108232,2024-06-02,Tablet,30373,1,Central,Electronics
108233,2024-01-12,Mouse,24170,3,Central,Accessories
108234,2023-01-04,Camera,11451,1,Central,Electronics
108235,2024-07-26,Monitor,64569,7,East,Electronics
108236,2022-08-08,Monitor,55852,6,East,Electronics
108237,2023-07-31,Laptop,16268,1,West,Electronics
108238,2024-05-16,Mouse,66613,4,Central,Accessories
108239,2022-08-20,Tablet,24963,4,South,Electronics
108240,2022-11-24,Printer,79405,1,North,Office
108241,2023-03-19,Printer,31336,5,Central,Office
108242,2022-02-21,Printer,12188,7,South,Office
108243,2024-06-04,Monitor,17702,1,North,Electronics
108244,2024-07-31,Tablet,7688,6,North,Electronics
108245,2023-01-11,Printer,53826,5,East,Office
108246,2022-09-20,Mouse,14635,2,South,Accessories
108247,2022-09-24,Mouse,35157,7,Central,Accessories
108248,2022-12-25,Printer,1058,2,Central,Office
108249,2022-11-13,Keyboard,52585,7,West,Accessories
108250,2022-11-20,Printer,26695,4,South,Office
108251,2024-07-09,Keyboard,14943,3,North,Accessories
108252,2024-06-26,Laptop,64786,3,East,Electronics
108253,2023-10-28,Laptop,23715,6,West,Electronics
108254,2024-05-19,Mouse,6449,4,East,Accessories
108255,2024-05-27,Tablet,40911,2,North,Electronics
108256,2023-10-14,Monitor,49721,4,North,Electronics
108257,2024-07-27,Tablet,68938,2,East,Electronics
108258,2023-07-17,Mouse,63021,5,West,Accessories
108259,2023-09-21,Mouse,79798,6,North,Accessories
108260,2023-02-25,Tablet,21224,7,Central,Electronics
108261,2022-02-15,Monitor,77344,2,Central,Electronics
108262,2024-03-31,Mouse,71931,7,Central,Accessories
108263,2023-08-23,Camera,22581,2,West,Electronics
108264,2023-12-21,Camera,45232,2,West,Electronics
108265,2024-06-07,Monitor,57367,3,South,Electronics
108266,2022-09-26,Mouse,57399,2,South,Accessories
108267,2023-08-24,Camera,2655,1,Central,Electronics
108268,2023-01-16,Laptop,30403,5,East,Electronics
108269,2022-04-28,Keyboard,29893,7,East,Accessories
108270,2023-07-20,Mouse,47009,3,Central,Accessories
108271,2024-08-10,Keyboard,48734,7,South,Accessories
108272,2022-04-26,Printer,30601,1,West,Office
108273,2023-09-22,Camera,14713,3,East,Electronics
108274,2022-09-17,Mouse,4851,3,West,Accessories
108275,2022-03-16,Laptop,40736,1,Central,Electronics
108276,2023-04-25,Monitor,13741,7,West,Electronics
108277,2022-11-01,Laptop,22679,4,East,Electronics
108278,2022-01-07,Keyboard,48165,6,South,Accessories
108279,2023-01-01,Monitor,61742,6,East,Electronics
108280,2023-09-26,Laptop,4955,6,North,Electronics
108281,2023-06-07,Laptop,40959,4,West,Electronics
108282,2022-12-14,Laptop,61399,2,West,Electronics
108283,2023-03-14,Tablet,18097,1,West,Electronics
108284,2022-08-03,Monitor,56091,2,Central,Electronics
108285,2023-03-05,Laptop,46709,6,Central,Electronics
108286,2024-03-01,Camera,9552,4,East,Electronics
108287,2023-05-13,Camera,36191,1,South,Electronics
108288,2023-06-24,Laptop,18316,1,North,Electronics
108289,2024-01-17,Keyboard,66376,1,South,Accessories
108290,2023-01-02,Laptop,57033,2,South,Electronics
108291,2022-11-09,Camera,14706,3,North,Electronics
108292,2023-06-22,Laptop,32018,3,Central,Electronics
108293,2024-07-09,Printer,1698,6,West,Office
108294,2022-02-23,Monitor,37564,3,Central,Electronics
108295,2023-06-25,Printer,49244,7,West,Office
108296,2023-04-12,Tablet,79066,1,West,Electronics
108297,2024-05-14,Keyboard,21077,4,Central,Accessories
108298,2022-06-13,Printer,48730,2,South,Office
108299,2024-02-21,Tablet,30748,2,West,Electronics
108300,2022-11-30,Mouse,5434,4,Central,Accessories
108301,2023-07-01,Monitor,25427,3,South,Electronics
108302,2024-03-08,Laptop,26377,6,North,Electronics
108303,2022-12-14,Printer,77867,5,West,Office
108304,2022-09-30,Printer,19971,4,South,Office
108305,2024-08-20,Laptop,39341,3,West,Electronics
108306,2023-12-21,Laptop,6353,1,South,Electronics
108307,2024-01-20,Keyboard,36518,4,North,Accessories
108308,2023-02-18,Printer,59001,3,West,Office
108309,2023-05-15,Printer,757,2,Central,Office
108310,2022-04-03,Camera,30171,5,South,Electronics
108311,2023-11-16,Mouse,5230,5,North,Accessories
108312,2022-03-20,Camera,11805,5,West,Electronics
108313,2023-09-14,Tablet,51048,3,North,Electronics
108314,2022-08-05,Mouse,32616,3,North,Accessories
108315,2024-08-04,Camera,23339,1,West,Electronics
108316,2022-12-24,Printer,11318,5,West,Office
108317,2023-09-10,Mouse,6702,7,South,Accessories
108318,2023-05-22,Printer,39446,2,Central,Office
108319,2023-07-13,Monitor,17531,6,North,Electronics
108320,2022-06-30,Keyboard,13798,5,West,Accessories
